['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['নিম্নতর', 'ক্ষুদ্রতর', 'উন্নততর', 'যোগ্যতর', 'জটিলতর', 'শীতলতর', 'স্পষ্টতর', 'অন্যতর', 'শ্রেয়তর', 'আঁতর']
['নিম্নতর', 'উন্নততর', 'ক্ষুদ্রতর', 'যোগ্যতর', 'জটিলতর', 'শীতলতর', 'স্পষ্টতর', 'অন্যতর', 'ঘোরতর', 'শ্রেয়তর']
['নিম্নতর', 'ক্ষুদ্রতর', 'উন্নততর', 'যোগ্যতর', 'শীতলতর', 'জটিলতর', 'স্পষ্টতর', 'অন্যতর', 'শ্রেয়তর', 'আঁতর']
['সামনে', 'সংগঠনটি', 'পরেই', 'কিনেছি', 'হইতো', 'প্ল্যাটফর্মে', 'নিল', 'ক্ষমার', 'ডিসেম্বর', 'বিচারাধীন']
['১৯০৫', 'পশ্চিমা', 'মৌলবাদী', 'রহিত', '২১', 'অনুষদ', 'পৃষ্ঠায়', 'আন্দোলন', '১৯৮৬', 'সমর্থনে']
['নিম্নতর', 'ক্ষুদ্রতর', 'উন্নততর', 'যোগ্যতর', 'জটিলতর', 'শীতলতর', 'স্পষ্টতর', 'অন্যতর', 'শ্রেয়তর', 'আঁতর']
['আক্ষেপ', 'চাইলেন', 'চাইল্ড', 'সামনে', 'মানবতাবিরোধী', 'অনুভূতিতে', 'করেছিলেন', 'চাইবেন', 'হতাশার', 'চাইতো']
['নিম্নতর', 'ক্ষুদ্রতর', 'যোগ্যতর', 'শীতলতর', 'উন্নততর', 'জটিলতর', 'স্পষ্টতর', 'অন্যতর', 'শ্রেয়তর', 'আঁতর']
['নিম্নতর', 'ক্ষুদ্রতর', 'যোগ্যতর', 'শীতলতর', 'উন্নততর', 'জটিলতর', 'স্পষ্টতর', 'অন্যতর', 'শ্রেয়তর', 'আঁতর']
['নিম্নতর', 'উন্নততর', 'ক্ষুদ্রতর', 'জটিলতর', 'যোগ্যতর', 'শীতলতর', 'স্পষ্টতর', 'ঘোরতর', 'অন্যতর', 'দ্রুততর']
['নিম্নতর', 'উন্নততর', 'ক্ষুদ্রতর', 'জটিলতর', 'স্পষ্টতর', 'যোগ্যতর', 'শীতলতর', 'ঘোরতর', 'অন্যতর', 'দ্রুততর']
['কমান্ডারসহ', 'বাংলাদেশিসহ', 'মিনিটে', 'মানববন্ধনসহ', 'আহমদসহ', 'তেরিয়ান', 'ঘরেই', 'ইসলামিসহ', '৪২', 'এটাতে']
['বংশধর', 'সালে', 'সা\u200cলে', '\u200eসালে', 'নির্মল', 'দিতেও', 'তাকিয়ে', 'ঈসা', 'করিয়ে', 'ধরেছিল']
['নিম্নতর', 'ক্ষুদ্রতর', 'যোগ্যতর', 'উন্নততর', 'শীতলতর', 'জটিলতর', 'স্পষ্টতর', 'অন্যতর', 'শ্রেয়তর', 'আঁতর']
['নিম্নতর', 'ক্ষুদ্রতর', 'যোগ্যতর', 'শীতলতর', 'উন্নততর', 'জটিলতর', 'স্পষ্টতর', 'অন্যতর', 'আঁতর', 'শ্রেয়তর']
['নিম্নতর', 'ক্ষুদ্রতর', 'যোগ্যতর', 'উন্নততর', 'শীতলতর', 'জটিলতর', 'স্পষ্টতর', 'অন্যতর', 'শ্রেয়তর', 'আঁতর']
['নিম্নতর', 'ক্ষুদ্রতর', 'যোগ্যতর', 'শীতলতর', 'উন্নততর', 'জটিলতর', 'স্পষ্টতর', 'অন্যতর', 'আঁতর', 'শ্রেয়তর']
['নিম্নতর', 'ক্ষুদ্রতর', 'যোগ্যতর', 'উন্নততর', 'শীতলতর', 'জটিলতর', 'স্পষ্টতর', 'অন্যতর', 'শ্রেয়তর', 'আঁতর']
['নিম্নতর', 'ক্ষুদ্রতর', 'যোগ্যতর', 'শীতলতর', 'উন্নততর', 'জটিলতর', 'স্পষ্টতর', 'অন্যতর', 'আঁতর', 'শ্রেয়তর']
['নিম্নতর', 'ক্ষুদ্রতর', 'যোগ্যতর', 'শীতলতর', 'উন্নততর', 'জটিলতর', 'স্পষ্টতর', 'অন্যতর', 'শ্রেয়তর', 'আঁতর']
['নিম্নতর', 'ক্ষুদ্রতর', 'যোগ্যতর', 'শীতলতর', 'উন্নততর', 'জটিলতর', 'স্পষ্টতর', 'অন্যতর', 'আঁতর', 'শ্রেয়তর']
['নিম্নতর', 'যোগ্যতর', 'ক্ষুদ্রতর', 'শীতলতর', 'উন্নততর', 'জটিলতর', 'স্পষ্টতর', 'অন্যতর', 'শ্রেয়তর', 'আঁতর']
['নিম্নতর', 'উন্নততর', 'ক্ষুদ্রতর', 'যোগ্যতর', 'জটিলতর', 'শীতলতর', 'স্পষ্টতর', 'অন্যতর', 'ঘোরতর', 'শ্রেয়তর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'নিম্নতর', 'দ্রুততর', 'আঁতর', 'অন্যতর', 'দীর্ঘতর', 'ঘোরতর', 'স্পষ্টতর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'নিম্নতর', 'দ্রুততর', 'আঁতর', 'অন্যতর', 'ঘোরতর', 'দীর্ঘতর', 'স্পষ্টতর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'নিম্নতর', 'দ্রুততর', 'আঁতর', 'অন্যতর', 'দীর্ঘতর', 'ঘোরতর', 'স্পষ্টতর']
['সামনে', 'সংগঠনটি', 'পরেই', 'কিনেছি', 'ক্ষমার', 'প্ল্যাটফর্মে', 'হইতো', 'নিল', 'ডিসেম্বর', 'করেছিলেন']
['১৯০৫', 'পশ্চিমা', 'মৌলবাদী', 'পৃষ্ঠায়', '২১', 'রহিত', 'অনুষদ', '১৯৮৬', 'জমিদারের', 'আন্দোলন']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'নিম্নতর', 'দ্রুততর', 'আঁতর', 'অন্যতর', 'দীর্ঘতর', 'ঘোরতর', 'স্পষ্টতর']
['আক্ষেপ', 'চাইলেন', 'চাইল্ড', 'সামনে', 'অনুভূতিতে', 'মানবতাবিরোধী', 'করেছিলেন', 'চাইবেন', 'হতাশার', 'ধনী']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'নিম্নতর', 'দ্রুততর', 'আঁতর', 'অন্যতর', 'দীর্ঘতর', 'ঘোরতর', 'স্পষ্টতর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'আঁতর', 'নিম্নতর', 'অন্যতর', 'দ্রুততর', 'দীর্ঘতর', 'শ্রেয়তর', 'ঘোরতর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'নিম্নতর', 'দ্রুততর', 'ঘোরতর', 'উন্নততর', 'অন্যতর', 'আঁতর', 'স্পষ্টতর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'নিম্নতর', 'দ্রুততর', 'উন্নততর', 'ঘোরতর', 'স্পষ্টতর', 'দীর্ঘতর', 'অন্যতর']
['কমান্ডারসহ', 'বাংলাদেশিসহ', 'মানববন্ধনসহ', 'তেরিয়ান', 'মিনিটে', 'রক্সের', 'আহমদসহ', 'ইসলামিসহ', 'ঘরেই', '৪২']
['সালে', 'সা\u200cলে', '\u200eসালে', 'বংশধর', 'নির্মল', 'দিতেও', 'তাকিয়ে', 'করিয়ে', 'সাইদ', 'বাঁচতে']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'নিম্নতর', 'আঁতর', 'অন্যতর', 'দ্রুততর', 'দীর্ঘতর', 'ঘোরতর', 'শ্রেয়তর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'আঁতর', 'নিম্নতর', 'অন্যতর', 'দ্রুততর', 'দীর্ঘতর', 'শ্রেয়তর', 'ঘোরতর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'নিম্নতর', 'আঁতর', 'দ্রুততর', 'অন্যতর', 'দীর্ঘতর', 'ঘোরতর', 'শ্রেয়তর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'আঁতর', 'নিম্নতর', 'অন্যতর', 'দ্রুততর', 'দীর্ঘতর', 'শ্রেয়তর', 'ঘোরতর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'নিম্নতর', 'আঁতর', 'দ্রুততর', 'অন্যতর', 'দীর্ঘতর', 'ঘোরতর', 'শ্রেয়তর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'আঁতর', 'নিম্নতর', 'অন্যতর', 'দ্রুততর', 'দীর্ঘতর', 'শ্রেয়তর', 'ঘোরতর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'আঁতর', 'নিম্নতর', 'অন্যতর', 'দ্রুততর', 'দীর্ঘতর', 'শ্রেয়তর', 'ঘোরতর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'আঁতর', 'নিম্নতর', 'অন্যতর', 'দ্রুততর', 'দীর্ঘতর', 'শ্রেয়তর', 'ঘোরতর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'অন্যতর', 'নিম্নতর', 'আঁতর', 'দ্রুততর', 'ঘোরতর', 'যোগ্যতর', 'শ্রেয়তর']
['শীতলতর', 'ক্ষুদ্রতর', 'জটিলতর', 'নিম্নতর', 'দ্রুততর', 'আঁতর', 'অন্যতর', 'ঘোরতর', 'দীর্ঘতর', 'স্পষ্টতর']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'জটিলতর', 'উষ্ণতর', 'আঁতর', 'কৈতর', 'দুর্বলতর', 'কঠোরতর', 'শীতলতর']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'জটিলতর', 'উষ্ণতর', 'আঁতর', 'কৈতর', 'শুষ্কতর', 'শীতলতর', 'দুর্বলতর']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'জটিলতর', 'উষ্ণতর', 'আঁতর', 'কৈতর', 'কঠোরতর', 'দুর্বলতর', 'শীতলতর']
['সামনে', 'সংগঠনটি', 'পরেই', 'কিনেছি', 'নিল', 'হইতো', 'প্ল্যাটফর্মে', 'ক্ষমার', 'আক্ষেপ', 'চাইল্ড']
['১৯০৫', 'পশ্চিমা', 'সমর্থনে', 'পৃষ্ঠায়', 'মৌলবাদী', '২১', 'রহিত', 'অনুষদ', '১৯৮৬', 'আন্দোলন']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'জটিলতর', 'উষ্ণতর', 'আঁতর', 'কৈতর', 'দুর্বলতর', 'কঠোরতর', 'শীতলতর']
['আক্ষেপ', 'চাইবেন', 'চাইলেন', 'চাইল্ড', 'মানবতাবিরোধী', 'অনুভূতিতে', 'সামনে', 'সাজাপ্রাপ্ত', 'করেছিলেন', 'চাইতো']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'জটিলতর', 'উষ্ণতর', 'আঁতর', 'কৈতর', 'কঠোরতর', 'দুর্বলতর', 'শীতলতর']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'জটিলতর', 'আঁতর', 'উষ্ণতর', 'কৈতর', 'কঠোরতর', 'শীতলতর', 'বায়ুভর']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'আঁতর', 'জটিলতর', 'উষ্ণতর', 'কৈতর', 'কঠোরতর', 'শীতলতর', 'ওয়েমন']
['পূর্ণতর', 'অন্যতর', 'জটিলতর', 'ক্ষুদ্রতর', 'উষ্ণতর', 'আঁতর', 'দুর্বলতর', 'শুষ্কতর', 'কৈতর', 'শীতলতর']
['মানববন্ধনসহ', 'কমান্ডারসহ', 'বাংলাদেশিসহ', 'আহমদসহ', 'ইসলামিসহ', 'তেরিয়ান', 'রক্সের', 'ওনার্সের', 'কলেজসহ', 'গেস্টরুমে']
['বংশধর', 'সালে', 'সা\u200cলে', '\u200eসালে', 'নির্মল', 'তাকিয়ে', 'দিতেও', 'করিয়ে', 'বাঁচতে', 'মহৎ']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'জটিলতর', 'আঁতর', 'উষ্ণতর', 'কৈতর', 'কঠোরতর', 'শীতলতর', 'ওয়েমন']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'আঁতর', 'জটিলতর', 'উষ্ণতর', 'কৈতর', 'কঠোরতর', 'বায়ুভর', 'শীতলতর']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'জটিলতর', 'আঁতর', 'উষ্ণতর', 'কৈতর', 'কঠোরতর', 'শীতলতর', 'ওয়েমন']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'আঁতর', 'জটিলতর', 'উষ্ণতর', 'কৈতর', 'কঠোরতর', 'বায়ুভর', 'ওয়েমন']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'জটিলতর', 'আঁতর', 'উষ্ণতর', 'কৈতর', 'কঠোরতর', 'শীতলতর', 'দুর্বলতর']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'আঁতর', 'জটিলতর', 'উষ্ণতর', 'কৈতর', 'কঠোরতর', 'বায়ুভর', 'শীতলতর']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'জটিলতর', 'আঁতর', 'উষ্ণতর', 'কৈতর', 'কঠোরতর', 'শীতলতর', 'ওয়েমন']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'আঁতর', 'জটিলতর', 'উষ্ণতর', 'কৈতর', 'কঠোরতর', 'বায়ুভর', 'শীতলতর']
['পূর্ণতর', 'অন্যতর', 'ক্ষুদ্রতর', 'আঁতর', 'জটিলতর', 'সারমন', 'ওয়েমন', 'কঠোরতর', 'শীতলতর', 'উষ্ণতর']
['পূর্ণতর', 'অন্যতর', 'জটিলতর', 'ক্ষুদ্রতর', 'উষ্ণতর', 'আঁতর', 'দুর্বলতর', 'কৈতর', 'শুষ্কতর', 'কঠোরতর']
['নির্বিকার', 'দমবন্ধ', 'অনতি', 'একদমই', 'অনা', 'হাসিখুশি', 'রুমা', 'ক্ষোভের', 'আলহামদুলিল্লাহ', 'উদ্দিন']
['নির্বিকার', 'দমবন্ধ', 'অনতি', 'অনা', 'একদমই', 'রুমা', 'আলহামদুলিল্লাহ', 'কমেনি', 'ক্ষোভের', 'হাসিখুশি']
['নির্বিকার', 'দমবন্ধ', 'অনতি', 'অনা', 'একদমই', 'রুমা', 'হাসিখুশি', 'আলহামদুলিল্লাহ', 'ক্ষোভের', 'উদ্দিন']
['চিকিৎসাধীন', 'ভালো', 'ভা\u200cলো', 'করছি', 'কমিশনে', 'যেও', 'সম্মান', 'বিনিময়ে', 'ক্লিনিক', 'স্বপ্ন']
['গন্ধে', 'তুললো', 'হাওর', 'খেলেছে', 'দখল', 'আসমা', 'ভোটকেন্দ্রে', 'একজন', 'বৃথা', 'দেখেনি']
['নির্বিকার', 'দমবন্ধ', 'অনতি', 'একদমই', 'অনা', 'হাসিখুশি', 'রুমা', 'ক্ষোভের', 'আলহামদুলিল্লাহ', 'উদ্দিন']
['খারাপ', 'হলো', 'হ\u200cলো', 'এনজিও', 'হোসাইন', 'মিনিটেই', 'পারিনা', 'of', 'নিতাম', 'পেয়েছিলেন']
['নির্বিকার', 'দমবন্ধ', 'অনতি', 'একদমই', 'অনা', 'হাসিখুশি', 'রুমা', 'আলহামদুলিল্লাহ', 'ক্ষোভের', 'উদ্দিন']
['দমবন্ধ', 'ফ্রেড্রিক', 'অনতি', 'হাসিখুশি', 'অয়লার', 'ক্ষোভের', 'নির্বিকার', 'একদমই', 'বেষ্ট', 'কোনোভাবে']
['অয়লার', 'ফ্রেড্রিক', 'দমবন্ধ', 'হাসিখুশি', 'অনতি', 'বেষ্ট', 'স্পীড', 'স্ট্রাইক', 'কোনোভাবে', 'ক্ষোভের']
['নির্বিকার', 'কমেনি', 'বলেনি', 'অনা', 'স্বস্তি', 'উচ্ছেদ', 'দমবন্ধ', 'একদমই', 'অনতি', 'উদ্দিন']
['নির্বিকার', 'কমেনি', 'বলেনি', 'স্বস্তি', 'ঈদুল', 'উচ্ছেদ', 'অনা', 'উদ্দিন', 'রুমা', 'একদমই']
['আগেও', 'ছেলেটাকে', 'গ্রাহ্য', 'মহৎ', 'সদস্য', 'সদস\u200d্য', 'প্রশ্নপত্র', 'ছেলেটা', 'আইসা', 'পড়েছে']
['ফ্রেড্রিক', 'দমবন্ধ', 'অয়লার', 'অনতি', 'হাসিখুশি', 'বেষ্ট', 'ক্ষোভের', 'একদমই', 'স্পীড', 'কোনোভাবে']
['অয়লার', 'ফ্রেড্রিক', 'দমবন্ধ', 'হাসিখুশি', 'অনতি', 'বেষ্ট', 'স্পীড', 'ক্ষোভের', 'স্ট্রাইক', 'কোনোভাবে']
['দমবন্ধ', 'ফ্রেড্রিক', 'অনতি', 'হাসিখুশি', 'নির্বিকার', 'একদমই', 'ক্ষোভের', 'আলহামদুলিল্লাহ', 'রুমা', 'অনা']
['অয়লার', 'ফ্রেড্রিক', 'দমবন্ধ', 'হাসিখুশি', 'অনতি', 'বেষ্ট', 'স্পীড', 'স্ট্রাইক', 'ক্ষোভের', 'কোনোভাবে']
['দমবন্ধ', 'অনতি', 'নির্বিকার', 'ফ্রেড্রিক', 'হাসিখুশি', 'একদমই', 'ক্ষোভের', 'অনা', 'আলহামদুলিল্লাহ', 'রুমা']
['অয়লার', 'ফ্রেড্রিক', 'দমবন্ধ', 'হাসিখুশি', 'অনতি', 'বেষ্ট', 'স্পীড', 'ক্ষোভের', 'কোনোভাবে', 'স্ট্রাইক']
['অয়লার', 'ফ্রেড্রিক', 'দমবন্ধ', 'অনতি', 'হাসিখুশি', 'বেষ্ট', 'স্পীড', 'ক্ষোভের', 'একদমই', 'কোনোভাবে']
['অয়লার', 'ফ্রেড্রিক', 'দমবন্ধ', 'হাসিখুশি', 'অনতি', 'বেষ্ট', 'স্পীড', 'ক্ষোভের', 'কোনোভাবে', 'স্ট্রাইক']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'রোমা', 'বেষ্ট', 'দমবন্ধ', 'রুদ্ধ', 'ক্যাসিনো', 'অপ্রতুল', 'এটাতো']
['নির্বিকার', 'কমেনি', 'দমবন্ধ', 'অনতি', 'অনা', 'একদমই', 'উচ্ছেদ', 'রুমা', 'স্বস্তি', 'উদ্দিন']
['পেয়েছেন', 'অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'হুট', 'রোমা', 'ক্যাসিনো', 'যেগুলো', 'যেগু\u200cলো']
['পেয়েছেন', 'অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'হুট', 'রোমা', 'ক্যাসিনো', 'যেগুলো', 'যেগু\u200cলো']
['পেয়েছেন', 'অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'হুট', 'রোমা', 'ক্যাসিনো', 'যেগুলো', 'যেগু\u200cলো']
['টুর্কু', 'আল্টো', 'পল্টু', 'পেরিন', 'মারলিন', 'পুলিন', 'ক্রীড়াঙ্গনের', 'ঝামেলামুক্ত', 'রইসুল', 'টাক্সি']
