['প্রথম', 'দুই', 'দ্বিতীয়', 'চতুর্থ', 'তিনটি', 'তৃতীয়', 'তিন', 'দ্বিতীয়', 'সর্বশেষ', 'চার']
['সতেরো', 'সর্গ', 'দ্জিনপাকে', 'খ্রীষ্টীয়', '৫০তম', 'দ্বিতীয়ার্ধের', 'বর্ষপূর্তিতে', 'বিশ্বযুদ্ধোত্তর', 'ইনিংসেও', 'সুন্দরতম']
['আঠারো', 'বিশ্বযুদ্ধোত্তর', 'থ্রাক্স', 'চর্তুদশ', 'কবিতাসংগ্রহ', 'খ্রীস্টিয়', '২০শতকের', 'অয়', 'বিশ্বযুদ্ধর', 'প্লেইস্টোসিন']
['উনিশ', 'খ্রীস্টিয়', 'শতকেই', 'বিশ্বযুদ্ধোত্তর', 'শেষভাগের', '১২দশ', 'দ্বাবিংশ', 'শেষার্ধের', 'সপ্তাদশ', 'দ্বিতীয়ার্ধের']
['বিশ্বযুদ্ধোত্তর', 'খ্রীস্টিয়', '১৭তম', 'সহস্রাব্দের', '৬৭তম', 'দ্বাবিংশ', 'সর্গ', '১১তম', '১৮তম', 'খ্রিষ্টপূর্বে']
['তৃতীয়', 'দ্বিতীয়', 'চতুর্থ', 'পঞ্চম', '২য়', 'বৃহৎ', 'ষষ্ঠ', 'অষ্টম', 'সময়ে', 'ইতিহাসে']
['তৃতীয়', 'দ্বিতীয়', 'চতুর্থ', 'পঞ্চম', '২য়', 'ষষ্ঠ', '৩য়', 'উভয়', 'অষ্টম', 'সপ্তম']
['তৃতীয়', 'দ্বিতীয়', 'চতুর্থ', 'পঞ্চম', '২য়', '৩য়', 'ষষ্ঠ', 'অষ্টম', '৫ম', 'ছয়']
['তৃতীয়', 'দ্বিতীয়', 'চতুর্থ', '২য়', '৩য়', 'পঞ্চম', '৫ম', 'অষ্টম', 'ষষ্ঠ', '৪র্থ']
['তৃতীয়', 'দ্বিতীয়', '২য়', '৩য়', 'ছয়', '৫ম', 'চতুর্থ', 'পঞ্চম', '৪র্থ', 'পেরদিক্কাসের']
['তৃতীয়', 'দ্বিতীয়', '২য়', 'চতুর্থ', '৩য়', 'পঞ্চম', 'ষষ্ঠ', '৫ম', 'ছয়', 'অষ্টম']
['তৃতীয়', 'দ্বিতীয়', '২য়', '৩য়', 'চতুর্থ', '৫ম', 'পঞ্চম', 'ক্যালিক্সটাস', '৪র্থ', 'ত্রৈমাসিকে']
['বরং', 'তৃতীয়', 'চতুর্থ', 'পিএইচডিকে', 'তবুও', 'এটিই', 'নয়', 'নয়', 'কেবল', 'পঞ্চম']
['তৃতীয়', 'দ্বিতীয়', '২য়', '৩য়', '৫ম', 'ক্যালিক্সটাস', 'চতুর্থ', '৭ম', '৪র্থ', 'পেরদিক্কাসের']
['তৃতীয়', 'ক্যালিক্সটাস', '৩য়', 'ইয়াজদিগার্দ', 'পেরদিক্কাসের', 'বিশ্বযুদ্ধকালে', 'এগারো', 'বিশ্বযুদ্ধর', 'আন্তিওখোস', 'রাইখের']
['তৃতীয়', 'পেরদিক্কাসের', '৩য়', 'ইয়াজদিগার্দ', 'ক্যালিক্সটাস', 'রাইখের', 'বিগ্রহপালের', 'বারো', 'ত্রৈমাসিকে', 'আন্তিওখোস']
['তেরো', 'ইয়াজদিগার্দ', 'ক্যালিক্সটাস', 'পেরদিক্কাসের', 'বিশ্বযুদ্ধকালে', 'আন্তিওখোস', 'রাইখের', 'নাগভট্ট', 'তৃতীয়', 'ওটি']
['ক্যালিক্সটাস', 'ইয়াজদিগার্দ', 'রাইখের', '৩য়', 'বিশ্বযুদ্ধর', 'আন্তিওখোস', 'বিশ্বযুদ্ধকালে', 'পেরদিক্কাসের', 'চৌদ্দ', 'ওটি']
['ক্যালিক্সটাস', 'আন্তিওখোস', 'ইয়াজদিগার্দ', 'পেরদিক্কাসের', 'বিশ্বযুদ্ধকালে', 'বিশ্বযুদ্ধর', 'রাইখের', '৩য়', 'ত্রৈমাসিকে', 'সেলেউকিদ']
['ক্যালিক্সটাস', 'রাইখের', 'ইয়াজদিগার্দ', 'বিশ্বযুদ্ধকালে', 'ওটি', 'আন্তিওখোস', 'ত্রৈমাসিকে', 'পেরদিক্কাসের', '৩য়', 'বিগ্\u200cলের']
['সতেরো', 'বড়কুঠি', '১৩শ', '১৪শ', 'খ্রিস্টীয়', 'ক্যালিক্সটাস', 'ওটি', 'টলেমির', 'সমুদ্রযাত্রা', '১৫শ']
['আঠারো', 'ক্যালিক্সটাস', '৩য়', 'ইয়াজদিগার্দ', 'ওটি', 'ত্রয়োদশ', 'ত্রৈমাসিকে', 'রাইখের', 'ক্রুসেড', 'আন্তিওখোস']
['শতাব্দীতে', 'শতকে', 'অষ্টাদশ', 'উনিশ', '১৯শ', '৮ম', '৩য়', '৫ম', '৭ম', 'ঊনবিংশ']
['৩য়', '৭ম', '৫ম', '৮ম', '২য়', 'তৃতীয়', '৬ষ্ঠ', 'খ্রীষ্টপূর্ব', 'শতাব্দীতে', '১৪শ']
['চতুর্থ', 'পঞ্চম', 'তৃতীয়', 'ষষ্ঠ', 'অষ্টম', 'নবম', 'এক', 'দ্বিতীয়', '২য়', 'ইতিহাসে']
['চতুর্থ', 'পঞ্চম', 'তৃতীয়', 'ষষ্ঠ', 'দ্বিতীয়', 'অষ্টম', 'সপ্তম', 'তৃতীয়', 'নবম', '২য়']
['চতুর্থ', 'পঞ্চম', 'তৃতীয়', 'ষষ্ঠ', 'অষ্টম', '২য়', 'নবম', 'দ্বিতীয়', '৩য়', 'তৃতীয়']
['চতুর্থ', 'পঞ্চম', 'তৃতীয়', 'অষ্টম', 'ষষ্ঠ', 'নবম', '২য়', '৩য়', '৫ম', 'দ্বিতীয়']
['তৃতীয়', 'চতুর্থ', 'দ্বিতীয়', 'পঞ্চম', '২য়', '৩য়', 'অষ্টম', 'ষষ্ঠ', '৫ম', '৬ষ্ঠ']
['চতুর্থ', 'পঞ্চম', 'তৃতীয়', 'ষষ্ঠ', 'অষ্টম', 'নবম', '২য়', '৩য়', 'সপ্তম', 'দ্বিতীয়']
['চতুর্থ', 'পঞ্চম', 'তৃতীয়', 'ষষ্ঠ', '২য়', 'অষ্টম', '৩য়', 'নবম', '৫ম', '৮ম']
['নয়', 'চতুর্থ', 'বরং', 'পঞ্চম', 'পিএইচডিকে', 'মুহূর্তে', 'ষষ্ঠ', 'এটা', 'কেবল', 'বলেই']
['চতুর্থ', 'তৃতীয়', '২য়', '৩য়', 'পঞ্চম', '৫ম', 'অষ্টম', '৭ম', 'নবম', 'ষষ্ঠ']
['ক্যালিক্সটাস', 'আন্তিওখোস', 'ইয়াজদিগার্দ', '৩য়', 'পায়াস', 'পেরদিক্কাসের', '৬ষ্ট', 'বিশ্বযুদ্ধর', '৫ম', 'ত্রৈমাসিকে']
['আন্তিওখোস', 'ক্যালিক্সটাস', '৩য়', 'পেরদিক্কাসের', 'ইয়াজদিগার্দ', '৮ম', 'ক্রুসেড', '৬ষ্ট', '৭ম', 'সেলেউকিদ']
['তেরো', 'আন্তিওখোস', 'ক্যালিক্সটাস', 'ইয়াজদিগার্দ', 'জর্জের', 'পায়াস', 'আলফোনসোর', 'পেরদিক্কাসের', '৬ষ্ট', 'ইয়াজদিগার্দের']
['ক্যালিক্সটাস', 'আন্তিওখোস', 'ইয়াজদিগার্দ', 'ত্রয়োদশ', 'পায়াস', '১১৮৯', '৩য়', 'খ্রীষ্টপূর্ব', 'আলফোনসোর', '৬ষ্ট']
['আন্তিওখোস', 'ক্যালিক্সটাস', 'পায়াস', '৬ষ্ট', 'ইয়াজদিগার্দ', 'ইয়াজদিগার্দের', 'পেরদিক্কাসের', 'সেলেউকিদ', 'খ্রীষ্টপূর্ব', 'দারিয়ুস']
['ক্যালিক্সটাস', 'চতুর্দশ', 'আন্তিওখোস', 'ত্রয়োদশ', '৬ষ্ট', 'ইয়াজদিগার্দ', '৭ম', 'আলফোনসোর', 'ষোল', 'ইয়াজদিগার্দের']
['সতেরো', 'বড়কুঠি', '১৪শ', 'খ্রিস্টীয়', '১৩শ', '১৫শ', '৬ষ্ট', 'ত্রয়োদশ', '৮ম', 'খ্রীষ্টপূর্ব']
['আঠারো', 'ত্রয়োদশ', 'ক্যালিক্সটাস', '১১৮৯', 'খ্রীষ্টপূর্ব', 'আন্তিওখোস', '৩য়', 'ইয়াজদিগার্দ', 'চতুর্দশ', 'ওটি']
['অষ্টাদশ', 'শতাব্দীতে', '৮ম', 'খ্রিস্টীয়', 'ষোড়শ', 'শতকে', '৭ম', 'ত্রয়োদশ', 'উনিশ', '১৪শ']
['৭ম', '৮ম', '৫ম', '৩য়', 'খ্রীষ্টপূর্ব', '১৪শ', 'ত্রয়োদশ', '৬ষ্ঠ', 'খ্রিস্টীয়', '১৫শ']
['পঞ্চম', 'ষষ্ঠ', 'চতুর্থ', 'অষ্টম', 'এক', 'নবম', 'তৃতীয়', 'দশম', 'দ্বিতীয়', 'তৃতীয়']
['পঞ্চম', 'ষষ্ঠ', 'চতুর্থ', 'অষ্টম', 'তৃতীয়', 'তৃতীয়', 'সপ্তম', 'দ্বিতীয়', 'নবম', 'দ্বিতীয়']
['পঞ্চম', 'চতুর্থ', 'ষষ্ঠ', 'অষ্টম', 'তৃতীয়', 'নবম', 'দশম', 'দ্বিতীয়', 'তৃতীয়', '২য়']
['পঞ্চম', 'চতুর্থ', 'ষষ্ঠ', 'অষ্টম', 'তৃতীয়', 'দশম', 'নবম', 'তৃতীয়', 'দ্বাদশ', 'দ্বিতীয়']
['পঞ্চম', 'তৃতীয়', 'ষষ্ঠ', 'চতুর্থ', 'দ্বিতীয়', 'অষ্টম', '২য়', '৩য়', 'ত্রয়োদশ', 'নবম']
['পঞ্চম', 'ষষ্ঠ', 'চতুর্থ', 'অষ্টম', 'নবম', 'তৃতীয়', 'সপ্তম', 'দশম', 'ত্রয়োদশ', '২য়']
['পঞ্চম', 'ষষ্ঠ', 'চতুর্থ', 'অষ্টম', 'নবম', 'তৃতীয়', 'দশম', '৩য়', '২য়', 'দ্বাদশ']
['পঞ্চম', 'নয়', 'ষষ্ঠ', 'বরং', 'বলেই', 'চতুর্থ', 'মুহূর্তে', 'কোনোভাবেই', 'কোনোভাবে', 'তবুও']
['পঞ্চম', 'ষষ্ঠ', 'চতুর্থ', 'অষ্টম', 'তৃতীয়', 'নবম', '৩য়', '২য়', '৭ম', 'দ্বাদশ']
['পায়াস', 'পঞ্চম', 'বিশ্বযুদ্ধকালে', 'ষষ্ঠ', 'ইয়াজদিগার্দ', 'ত্রয়োদশ', 'ক্যালিক্সটাস', 'অষ্টম', 'খৃষ্টীয়', 'আন্তিওখোস']
['ষষ্ঠ', 'পায়াস', 'ত্রয়োদশ', 'ইয়াজদিগার্দ', 'খ্রীষ্টপূর্ব', 'খৃষ্টীয়', '৬ষ্ট', 'বিশ্বযুদ্ধকালে', 'পঞ্চম', 'বিগ্রহপালের']
['পায়াস', 'ত্রয়োদশ', 'তেরো', 'ইয়াজদিগার্দ', 'বিশ্বযুদ্ধকালে', 'পঞ্চম', 'জর্জের', 'আলফোনসোর', 'হিলবার্টের', 'আকাবার']
['ত্রয়োদশ', 'খৃষ্টীয়', 'পায়াস', 'খ্রিষ্টীয়', 'খ্রীষ্টপূর্ব', 'ষষ্ঠ', 'ইয়াজদিগার্দ', 'চতুর্দশ', 'বিশ্বযুদ্ধকালে', '১২দশ']
['পায়াস', 'খ্রীষ্টপূর্ব', 'আকাবার', 'ত্রয়োদশ', '৬ষ্ট', 'আন্তিওখোস', 'ষষ্ঠ', 'বিশ্বযুদ্ধকালে', 'খৃষ্টীয়', 'ক্যালিক্সটাস']
['ত্রয়োদশ', 'চতুর্দশ', '১৪শ', 'পায়াস', 'খ্রীষ্টপূর্ব', 'খৃষ্টীয়', 'পঞ্চদশ', 'বিশ্বযুদ্ধকালে', '১২দশ', '৬ষ্ট']
['সতেরো', '১৩শ', '১৪শ', 'খ্রিস্টীয়', 'ত্রয়োদশ', 'খ্রিষ্টীয়', '১৫শ', 'খৃষ্টীয়', 'খ্রীষ্টপূর্ব', '১২দশ']
['ত্রয়োদশ', 'আঠারো', 'খ্রিষ্টীয়', 'খ্রীষ্টপূর্ব', 'ষোড়শ', 'পঞ্চদশ', 'একবিংশ', 'পায়াস', 'খৃষ্টীয়', 'খ্রিস্টীয়']
['ষোড়শ', 'ত্রয়োদশ', 'শতাব্দীতে', 'খ্রিষ্টীয়', 'খ্রিস্টীয়', 'অষ্টাদশ', '১৮শ', '১৪শ', 'একবিংশ', '১৩শ']
['ত্রয়োদশ', '১৪শ', 'খ্রিষ্টীয়', 'ষোড়শ', 'খ্রিস্টীয়', 'খ্রীষ্টপূর্ব', 'একবিংশ', 'খৃষ্টীয়', '১৫শ', 'পঞ্চদশ']
['এক', 'ষষ্ঠ', 'পঞ্চম', 'সেই', 'অষ্টম', 'সম্প্রতি', 'তৃতীয়', 'আরেক', 'বৃহস্পতিবার', 'দ্বিতীয়']
['দ্বিতীয়', 'ষষ্ঠ', 'দুই', 'তৃতীয়', 'পঞ্চম', 'চতুর্থ', 'অষ্টম', 'দুটি', 'আরেক', 'নবম']
['ষষ্ঠ', 'পঞ্চম', 'তৃতীয়', 'দ্বিতীয়', 'চতুর্থ', 'অষ্টম', 'একাদশ', 'নবম', 'দশম', 'তিন']
['ষষ্ঠ', 'পঞ্চম', 'দ্বিতীয়', 'তৃতীয়', 'চতুর্থ', 'অষ্টম', 'একাদশ', 'দশম', 'চার', 'নবম']
['ষষ্ঠ', 'পঞ্চম', 'অষ্টম', 'তৃতীয়', 'নবম', 'চতুর্থ', 'দ্বিতীয়', 'একাদশ', 'দশম', 'দ্বাদশ']
['ষষ্ঠ', 'পঞ্চম', 'অষ্টম', 'নবম', 'চতুর্থ', 'দশম', 'তৃতীয়', 'সপ্তম', 'দ্বিতীয়', '•']
['ষষ্ঠ', 'পঞ্চম', 'অষ্টম', 'নবম', 'চতুর্থ', 'দশম', '•', 'দ্বাদশ', 'তৃতীয়', '১২তম']
['নয়', 'শুধু', 'যাচ্ছে', 'বলেই', 'তো', 'সেটি', 'এটা', 'কেন', '—', 'কী']
['ষষ্ঠ', 'অষ্টম', 'নবম', 'পঞ্চম', '১২তম', 'চতুর্থ', 'দশম', 'দ্বাদশ', '১১তম', '১০ম']
['ষষ্ঠ', 'অষ্টম', 'নবম', 'পায়াস', '১০ম', '৬ষ্ট', '১২তম', 'পঞ্চম', 'দ্বাদশ', 'খ্রীস্টিয়']
['ষষ্ঠ', 'দ্বাদশ', 'অষ্টম', '৬ষ্ট', 'দ্জিনপাকে', '৮ম', '১২তম', 'নবম', 'শ্রেণিপড়ুয়া', '১০ম']
['ষষ্ঠ', 'অষ্টম', 'পায়াস', 'দ্জিনপাকে', 'বেনেডিক্টকে', '৬ষ্ট', 'শ্রেণিপড়ুয়া', 'আলফোনসোর', 'মেটাটারসালে', 'নবম']
['ষষ্ঠ', 'অষ্টম', 'দ্বাদশ', 'দ্জিনপাকে', 'দশম', 'শ্রেণিপড়ুয়া', '৯ম', 'খৃষ্টীয়', 'খ্রিষ্টীয়', 'পায়াস']
['ষষ্ঠ', 'পায়াস', '৬ষ্ট', 'দ্জিনপাকে', '১২তম', '১১তম', 'খ্রীস্টিয়', '১৩তম', 'বেনেডিক্টকে', '৯ম']
['ষষ্ঠ', '১৩তম', 'দ্জিনপাকে', 'চতুর্দশ', '১৫শ', '১২তম', '৯ম', 'দ্বাদশ', '১৪শ', 'খ্রীষ্টীয়']
['সতেরো', 'ষষ্ঠ', '১৫শ', '১৩শ', '১৪শ', 'অষ্টম', '১২শ', 'খ্রিষ্টীয়', 'বড়কুঠি', 'খ্রীষ্টীয়']
['আঠারো', 'ষষ্ঠ', 'ত্রয়োদশ', 'একবিংশ', 'খ্রিষ্টীয়', 'অষ্টাদশ', 'চতুর্দশ', 'অষ্টদশ', '১৩শ', 'খ্রীষ্টপূর্ব']
['অষ্টাদশ', '১৫শ', '১৮শ', '১৭শ', 'একবিংশ', 'খ্রিষ্টীয়', 'শতাব্দীতে', '১৩শ', '১৪শ', 'ষষ্ঠ']
['ষষ্ঠ', '১৫শ', 'অষ্টম', '১৪শ', '১০ম', '৯ম', '৮ম', '৭ম', 'দ্বাদশ', 'একবিংশ']
['সপ্তম', 'অষ্টম', 'ষষ্ঠ', 'এক', 'পঞ্চম', 'নবম', 'দশম', 'চতুর্থ', 'তৃতীয়', '৭ম']
['সপ্তম', 'অষ্টম', 'ষষ্ঠ', 'পঞ্চম', 'তৃতীয়', 'দ্বিতীয়', 'চতুর্থ', 'দুই', 'নবম', 'দশম']
['সপ্তম', 'অষ্টম', 'ষষ্ঠ', 'পঞ্চম', 'চতুর্থ', 'নবম', 'দশম', 'তৃতীয়', '৬ষ্ঠ', 'দ্বাদশ']
['সপ্তম', 'অষ্টম', 'ষষ্ঠ', 'পঞ্চম', 'চতুর্থ', 'নবম', 'দশম', 'তৃতীয়', 'দ্বাদশ', 'দ্বিতীয়']
['সপ্তম', 'অষ্টম', 'ষষ্ঠ', 'পঞ্চম', 'নবম', '৬ষ্ঠ', 'চতুর্থ', '৫ম', '৮ম', '১০ম']
['সপ্তম', 'অষ্টম', '৬ষ্ঠ', '৩য়', '৮ম', 'ষষ্ঠ', '৭ম', '৫ম', 'তৃতীয়', '১০ম']
['সপ্তম', 'অষ্টম', '৮ম', 'ষষ্ঠ', '৭ম', '৫ম', '১০ম', '৬ষ্ঠ', 'নবম', '৩য়']
['সপ্তম', 'এটাই', 'নয়', 'বরং', 'অষ্টম', 'বিষয়', 'এটা', 'ষষ্ঠ', 'জিতলে', 'মনে']
['সপ্তম', 'অষ্টম', '৮ম', '৭ম', '১০ম', '৫ম', '৬ষ্ঠ', '৩য়', 'ষষ্ঠ', 'নবম']
['সপ্তম', '১০ম', '৮ম', 'অষ্টম', '৭ম', '৩য়', '৬ষ্ঠ', '৫ম', 'দেবকীর', '৯ম']
['সপ্তম', '৮ম', '৭ম', '৬ষ্ঠ', '১০ম', '৩য়', '৫ম', 'অষ্টম', 'দ্বাদশ', 'দেবকীর']
['সপ্তম', '৮ম', 'দেবকীর', '৭ম', 'অষ্টম', 'ত্রয়োদশ', '১০ম', 'খৃস্টীয়', 'খ্রীষ্টীয়', '৯ম']
['সপ্তম', '১০ম', '৭ম', '৮ম', '৯ম', '৬ষ্ঠ', 'খ্রিষ্টীয়', 'চতুর্দশ', 'ত্রয়োদশ', 'খৃস্টীয়']
['সপ্তম', '৮ম', '১০ম', '৭ম', '৯ম', '৬ষ্ঠ', 'খৃস্টীয়', 'চতুর্দশ', 'খ্রীষ্টীয়', 'শতাব্দিতে']
['সপ্তম', '৮ম', '৭ম', '১০ম', 'চতুর্দশ', '৯ম', 'ত্রয়োদশ', '৬ষ্ঠ', 'খ্রীষ্টীয়', '১৪শ']
['সতেরো', 'সপ্তম', '৮ম', '১৪শ', 'খ্রিস্টীয়', 'খ্রিষ্টীয়', '১৩শ', '১৫শ', 'অষ্টম', 'খ্রীষ্টীয়']
['সপ্তম', '৮ম', 'ত্রয়োদশ', 'আঠারো', 'খ্রিষ্টীয়', 'চতুর্দশ', '৭ম', '১০ম', '৯ম', 'অষ্টাদশ']
['৮ম', '৭ম', 'সপ্তম', 'অষ্টাদশ', 'শতাব্দীতে', '১০ম', 'ষোড়শ', 'খ্রিষ্টীয়', 'খ্রিস্টীয়', '১৭শ']
['৮ম', '৭ম', 'সপ্তম', '১০ম', '৬ষ্ঠ', '৯ম', '৫ম', 'খ্রিষ্টীয়', 'শতাব্দিতে', '১৪শ']
['অষ্টম', 'নবম', 'ষষ্ঠ', 'পঞ্চম', 'দশম', 'এক', 'চতুর্থ', 'সপ্তম', 'দ্বাদশ', 'তৃতীয়']
['অষ্টম', 'ষষ্ঠ', 'পঞ্চম', 'নবম', 'সপ্তম', 'চতুর্থ', 'দশম', 'তৃতীয়', 'দ্বিতীয়', 'দ্বাদশ']
['অষ্টম', 'ষষ্ঠ', 'পঞ্চম', 'নবম', 'দশম', 'চতুর্থ', 'সপ্তম', 'দ্বাদশ', 'তৃতীয়', 'একাদশ']
['অষ্টম', 'ষষ্ঠ', 'পঞ্চম', 'নবম', 'চতুর্থ', 'দশম', 'দ্বাদশ', 'তৃতীয়', 'সপ্তম', 'একাদশ']
['অষ্টম', 'নবম', 'ষষ্ঠ', 'পঞ্চম', 'দশম', 'চতুর্থ', 'দ্বাদশ', 'সপ্তম', '৬ষ্ঠ', '১০ম']
['অষ্টম', 'ষষ্ঠ', 'নবম', 'পঞ্চম', 'দশম', 'তৃতীয়', '৬ষ্ঠ', 'চতুর্থ', '৩য়', 'দ্বাদশ']
